blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
223A,821223,11053369,1.4014271519067363,103.89283679984287,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.7737,5.7284,71.61
226,650226,2832,1.3487259447541928,103.75317337321223,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.814,2.1768,27.21
273A,541273,9501,1.3840731908576676,103.89494046428086,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.9523,3.5428,44.28
120C,543120,7681,1.3852686842807813,103.90399862836667,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.5333,4.2399,53.0
701,640701,87,1.342381714937291,103.69525328617546,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.9757,2.3708,29.64
64,320064,8815,1.3285037555673926,103.85785144006736,Blk 90 Whampoa Drive,MHC,320090,"Blk 90, Whampoa Drive, S(320090)",1.3230640283908381,103.8549950810287,0.6839,0.8207,10.26
14,150014,4758,1.287829321977392,103.8076382784993,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.1118,0.1341,1.68
280,570280,6513,1.3575576901276585,103.8443328294988,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.814,0.9768,12.21
887B,732887,13151,1.4371237452224448,103.79426723144071,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0483,2.4579,30.72
741,520741,3314,1.3599253609594655,103.93301860363282,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.0487,2.4585,30.73
812A,681812,13097,1.373505244945021,103.7468096570236,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,3.4907,4.1888,52.36
497H,526497,2935,1.3597826502420365,103.95993200808614,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.3197,2.7836,34.8
217C,823217,10573,1.4023197363338593,103.89561613171051,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.9292,5.9151,73.94
215,670215,9548,1.3750924448743436,103.77432228346596,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,3.9719,4.7663,59.58
185B,732185,11054964,1.435882464128312,103.77619786319342,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.8418,1.0101,12.63
272C,543272,9534,1.384414512961142,103.89370500983397,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.9455,3.5346,44.18
297,520297,11056257,1.3511599459287063,103.95474554250356,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.2831,1.5397,19.25
96,141096,11056223,1.296351633813371,103.81270103633341,Blk 79 Redhill Lane,MK,150079,"Blk 79, Redhill Lane, S(150079)",1.2877834595039153,103.81833417664816,1.1414,1.3697,17.12
95,141095,11056224,1.296436659731807,103.81198077940854,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,1.0712,1.2854,16.07
95A,142095,11056225,1.296218797212594,103.81188155451679,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,1.0529,1.2634,15.79
129,670129,4807,1.3758091718529875,103.77045030144038,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.0942,4.9131,61.41
498L,528498,13180,1.362406302435421,103.95731811100777,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.3408,2.809,35.11
293,540293,11265,1.3963918668483732,103.89527021794588,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2779,5.1334,64.17
681,640681,5511,1.344153101867761,103.70518878605642,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.8555,1.0266,12.83
643B,672643,12422,1.3885641108502311,103.7629270308898,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.6576,6.7891,84.86
184,540184,2469,1.3920258230295957,103.9082552656985,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.4217,5.306,66.33
34,142034,4774,1.2967897469633147,103.79838040458294,Blks 1A/ 2A/ 3A Commonwealth Drive,HC,141001,"Blk 1A/ 2A/ 3A, Commonwealth Drive, S(141001/141002/141003)",1.2997307173909427,103.79783554496932,0.333,0.3995,4.99
112,160112,11050809,1.279994286441894,103.82597694025205,Blk 112 Jalan Bukit Merah,MHC,160112,"Blk 112, Jalan Bukit Merah, S(160112)",1.280001821226117,103.82600359589021,0.0031,0.0037,0.05
177,670177,3798,1.3803332238138142,103.76524918363701,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.7057,5.6468,70.59
178A,541178,9315,1.3890769920261994,103.90964202075013,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2471,5.0965,63.71
107,321107,7924,1.3196070643074307,103.86011579654435,Blk 29 Bendemeer Road,MHC,330029,"Blk 29, Bendemeer Road, S(330029)",1.3192166867721016,103.86302092555596,0.3262,0.3915,4.89
273,510273,4069,1.364643858050322,103.96413942404979,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.0319,3.6382,45.48
96,140096,6751,1.3061645900786694,103.80122272556558,Commonwealth Crescent Market,MHC,149644,"31, Commonwealth Crescent, S(149644)",1.3069953509558183,103.80035645976155,0.1336,0.1603,2.0
711,760711,1537,1.4279846289481333,103.82717800439976,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.4178,0.5014,6.27
337,120337,6117,1.3160560497883855,103.76911458365984,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.2624,0.3149,3.94
680,530680,10632,1.3720461843279486,103.88517472777878,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.4463,1.7356,21.69
224A,691224,11051226,1.3576020243924722,103.73095656590986,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.3821,1.6585,20.73
333,530333,7720,1.3684938968325875,103.8983900034474,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.7267,2.0721,25.9
513,570513,8154,1.3494802631519154,103.84956823419138,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,1.1561,1.3873,17.34
95,390095,5536,1.3084234796854197,103.88733576688843,Blk 51 Old Airport Road,MHC,390051,"Blk 51, Old Airport Road, S(390051)",1.3081098251115713,103.88573167801405,0.1819,0.2183,2.73
501,730501,10841,1.4328623593275336,103.79201799563889,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0452,2.4542,30.68
321,540321,5744,1.390199803848581,103.89157754778117,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.5179,4.2215,52.77
121,730121,8127,1.439160842504224,103.78001245277183,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.5814,0.6977,8.72
659,730659,1945,1.4361127492895427,103.79899417496006,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.5822,3.0986,38.73
848,400848,4908,1.3173453682339775,103.90137708843294,Geylang Serai Market,MHC,402001,"1, Geylang Serai, S(402001)",1.3167251588993387,103.89797741572308,0.3846,0.4615,5.77
478A,671478,7747,1.3899082445528828,103.77297889180711,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.6268,6.7522,84.4
107A,541107,919,1.3831489884146422,103.90009110609395,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.1011,3.7213,46.52
212,310212,8834,1.3406853562051217,103.85429853416981,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.0484,0.0581,0.73
120,520120,10059,1.3447600687823729,103.9530342908502,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.941,1.1292,14.12
46,100046,6445,1.2717081213059989,103.80986063759524,Blk 79 Telok Blangah Drive,HC,100079,"Blk 79, Telok Blangah Drive, S(100079)",1.273364906455979,103.80762158884359,0.31,0.372,4.65
103,540103,7279,1.3827284127366626,103.90131171923052,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.1322,3.7586,46.98
810,640810,11055033,1.3467694780097357,103.69550030127016,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,1.933,2.3196,29.0
954D,524954,12701,1.3418266672483445,103.93643750952039,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.0051,1.2062,15.08
33,050033,204,1.2855446353343913,103.84228928742422,People's Park Food Centre,HC,50032,"Blk 32, New Market Road, S(050032)",1.284735236499343,103.84234212416516,0.0903,0.1084,1.35
697A,531697,10671,1.3757317310149269,103.88816860983255,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.8681,2.2417,28.02
589,510589,11050727,1.3769993884465075,103.94793480300868,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.5104,4.2124,52.66
258,560258,20,1.3698943946657298,103.83649026430777,Blk 226D Ang Mo Kio Ave 1,MHC,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",1.3668100049572174,103.83914255829183,0.4528,0.5433,6.79
165,140165,2246,1.2907852503098745,103.80192377836015,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,0.2938,0.3526,4.41
325,750325,1279,1.4445643046465306,103.8185610988893,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.8194,2.1832,27.29
405,820405,11050757,1.4157492722826366,103.90106931293076,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,6.5255,7.8306,97.88
513A,681513,11692,1.3902550964240556,103.74238864663027,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,5.1706,6.2047,77.56
217,310217,3301,1.342669681145216,103.85465975350532,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.2716,0.3259,4.07
498G,525498,1080,1.3623382961929036,103.95811378076264,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.3894,2.8673,35.84
35,461035,6839,1.3248346067800594,103.92633956575968,Blk 208B New Upper Changi Road,HC,462208,"Blk 208B, New Upper Changi Road, S(462208)",1.324818168664196,103.93054429749219,0.4679,0.5615,7.02
780,730780,1913,1.4484158989948954,103.80108324182235,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.7411,3.2893,41.12
603,680603,11450,1.3978123064797683,103.74453747813114,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,5.593,6.7116,83.9
860C,523860,13078,1.3552640991363336,103.93939127826995,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.2195,1.4634,18.29
439,680439,11394,1.3837514686712538,103.73998959619377,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,4.4043,5.2851,66.06
515A,521515,7902,1.3569485365377407,103.93839249688084,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.4373,1.7248,21.56
897A,521897,6295,1.3474669048820527,103.93517739425235,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.0709,1.285,16.06
196B,642196,9616,1.3428331568719634,103.71420774639971,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.3088,0.3706,4.63
518A,641518,7352,1.3452656288056437,103.71888082954716,Blk 505 Jurong West Street 52,MHC,640505,"Blk 505, Jurong West Street 52, S(640505)",1.3496572879772837,103.71844368450239,0.4913,0.5896,7.37
630,650630,3495,1.3500350487632062,103.74990978516095,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.5382,1.8458,23.07
326B,542326,9429,1.3953054032598038,103.88802327952604,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.0381,4.8458,60.57
336,520336,8717,1.3525347270451682,103.96028402470148,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.9043,2.2851,28.56
665,520665,9151301,1.3707313712085116,103.93584977059868,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.959,3.5508,44.39
180B,642180,11052705,1.3479491886651764,103.70905577780992,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.5155,0.6186,7.73
194,650194,10152,1.3446163506867268,103.74500165710616,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,0.818,0.9816,12.27
508B,752508,774,1.4526588978265988,103.8209924726501,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.4934,2.9921,37.4
996A,531996,11053053,1.3864406705061676,103.88175188551413,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,2.9971,3.5965,44.96
788D,734788,2054,1.4439590496479962,103.80248915588199,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.8409,3.409,42.61
267,640267,2328,1.3464885659420516,103.70705848781537,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.6544,0.7852,9.82
49,380049,10844,1.3170378022806033,103.87935924211048,Blk 49 Sims Place,MHC,380049,"Blk 49, Sims Place, S(380049)",1.3170350274674942,103.87930985963374,0.0055,0.0066,0.08
113,560113,1672,1.3717588635469644,103.83597326030497,Blks 160/162 Ang Mo Kio Ave 4,MHC,560160,"Blk 160/162, Ang Mo Kio Ave 4, S(560160/560162)",1.3742826190622583,103.83897722017583,0.4367,0.524,6.55
401E,795401,12954,1.3906759749712505,103.87140018692881,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,2.7436,3.2923,41.15
75A,371075,11623,1.3256656928444162,103.88944760245622,Blk 80 Circuit Road,MHC,370080,"Blk 80, Circuit Road, S(370080)",1.3278341480081686,103.88710267709968,0.3555,0.4266,5.33
205,730205,83,1.4449671500959798,103.77348721191697,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.4245,0.5094,6.37
438,820438,867,1.4189569772459882,103.91139702562664,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,7.2372,8.6846,108.56
43,140043,11834,1.2959830323359782,103.80717118274738,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,0.5648,0.6778,8.47
39,140039,11947,1.2971454487422887,103.80664335524895,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,0.6021,0.7226,9.03
911,640911,12323,1.3418418601258633,103.68681014117483,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.8021,3.3625,42.03
211,120211,12448,1.3237835894340981,103.76272432820953,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,1.1818,1.4182,17.73
2A,403002,9967,1.3170344785303312,103.89775252867955,Geylang Serai Market,MHC,402001,"1, Geylang Serai, S(402001)",1.3167251588993387,103.89797741572308,0.0426,0.0511,0.64
801A,121801,12716,1.3004681914354916,103.7641118720958,Blk 726 Clementi West Street 2,MHC,120726,"Blk 726, Clementi West Street 2, S(120726)",1.3038107392121832,103.76425075430964,0.3724,0.4469,5.59
39,400039,12724,1.3199302547822152,103.9005715570289,Blk 4A Eunos Crescent,MHC,402004,"Blk 4A, Eunos Crescent, S(402004)",1.3203283582527159,103.90426225727037,0.4131,0.4957,6.2
107,520107,10115,1.3420357789827755,103.95045540147252,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.7629,0.9155,11.44
245,520245,7561,1.3444035539003456,103.95414158859505,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.068,1.2817,16.02
104,090104,3484,1.2725266360718341,103.82562110812606,Blk 36 Telok Blangah Rise,MHC,90036,"Blk 36, Telok Blangah Rise, S(090036)",1.2725891448479043,103.82199823712702,0.4033,0.4839,6.05
789,730789,2027,1.4433640553722105,103.80239909005327,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.8302,3.3962,42.45
1,420001,3797,1.3158852820007518,103.8983374720737,Geylang Serai Market,MHC,402001,"1, Geylang Serai, S(402001)",1.3167251588993387,103.89797741572308,0.1017,0.1221,1.53
852,730852,8459,1.4395887199123343,103.79234034047643,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.7627,2.1153,26.44
420,820420,11936,1.418969896106062,103.90301707238548,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,6.9286,8.3143,103.93
664A,821664,9964,1.3996027300550506,103.91754114445567,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.7117,6.854,85.67
614,530614,12808,1.3691377523809005,103.88467808452486,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.1296,1.3556,16.94
408,570408,4582,1.3633465130070879,103.83484014416108,Blk 226D Ang Mo Kio Ave 1,MHC,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",1.3668100049572174,103.83914255829183,0.6147,0.7377,9.22
669,730669,9352,1.4383876338434425,103.79835806701506,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4451,2.9341,36.68
1,360001,8875,1.3342979124020935,103.87872347723447,Blks 79/79A Circuit Road,HC,370079,"Blks 79/79A, Circuit Road, S(370079/371079)",1.3264499741241693,103.88504356022288,1.1216,1.3459,16.82
236B,692236,13007,1.3608267667124825,103.73232142723604,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.7458,2.095,26.19
128,690128,13016,1.357906230594186,103.73333208838517,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,1.4366,1.7239,21.55
930,640930,11055008,1.340971122740126,103.68985658634821,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.4504,2.9405,36.76
926,640926,11055009,1.3405218442653717,103.68922047536991,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.5002,3.0003,37.5
538,730538,11010,1.4296110334226317,103.79216484163085,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.2843,2.7412,34.27
810A,681810,11051696,1.3745752437039207,103.74618447771158,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,3.586,4.3032,53.79
651,640651,5880,1.337067060756737,103.69697139016299,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.5619,1.8742,23.43
422,550422,8070,1.3488899797587093,103.87596616001655,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.5964,1.9157,23.95
181,560181,6154,1.3767462664945078,103.83720331767508,Blks 160/162 Ang Mo Kio Ave 4,MHC,560160,"Blk 160/162, Ang Mo Kio Ave 4, S(560160/560162)",1.3742826190622583,103.83897722017583,0.3379,0.4055,5.07
2B,153002,10214,1.2869501391619378,103.80632756724141,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.2004,0.2405,3.01
347B,762347,1461,1.4276775730552358,103.8423047001656,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.6035,1.9242,24.05
262A,541262,4617,1.3954686146810644,103.8949040669134,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.1683,5.002,62.53
487B,682487,11055789,1.3763386667805544,103.73849958328834,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,3.563,4.2756,53.44
487A,681487,11055790,1.3760074000654066,103.73912134897742,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,3.5438,4.2525,53.16
522C,523522,11055742,1.358044975638085,103.93942262021106,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.4974,1.7969,22.46
504,650504,11054511,1.351948847190207,103.75496458115315,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.136,2.5631,32.04
679D,824679,1734,1.4066324438152886,103.90844649901611,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.8503,7.0204,87.75
119A,341119,11051556,1.33631306927597,103.87440514300312,Blks 79/79A Circuit Road,HC,370079,"Blks 79/79A, Circuit Road, S(370079/371079)",1.3264499741241693,103.88504356022288,1.6147,1.9376,24.22
612,120612,675,1.3034877304904822,103.76833696481829,Blk 726 Clementi West Street 2,MHC,120726,"Blk 726, Clementi West Street 2, S(120726)",1.3038107392121832,103.76425075430964,0.4562,0.5474,6.84
119,340119,11051557,1.33684892177874,103.87452445735815,Blks 79/79A Circuit Road,HC,370079,"Blks 79/79A, Circuit Road, S(370079/371079)",1.3264499741241693,103.88504356022288,1.6464,1.9756,24.7
289A,541289,11050779,1.3977951052331705,103.89790671395224,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.5067,5.408,67.6
132,670132,4865,1.3742944240904047,103.77064829616901,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,3.9242,4.709,58.86
619,640619,7346,1.3415068898418623,103.69980206183789,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.5019,1.8023,22.53
139,540139,511,1.3889075878738688,103.90427820512603,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.8904,4.6684,58.36
452,680452,11278,1.3803237600200835,103.7353323461784,Blk 505 Jurong West Street 52,MHC,640505,"Blk 505, Jurong West Street 52, S(640505)",1.3496572879772837,103.71844368450239,3.897,4.6764,58.45
503,570503,7012,1.3489618269927885,103.8480447961947,Blk 93 Toa Payoh Lorong 4,MHC,310093,"Blk 93, Lorong 4 Toa Payoh, S(310093)",1.3384173345496262,103.8494849687951,1.1847,1.4216,17.77
353,530353,7188,1.372146584206444,103.8995607898363,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.0913,2.5096,31.37
335,530335,7446,1.3689545996135632,103.89867862942543,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.7835,2.1402,26.75
587,560587,2391,1.3702073435259368,103.852429685403,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,0.364,0.4367,5.46
603A,671603,3279,1.3817626231211986,103.76167973469197,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.9725,5.9671,74.59
